Column5;Column7;Column8;Column9;Column10;Column13
Nightwish;Yours Is an Empty Hope;5:39;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Our Decades In the Sun;6:38;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;My Walden;4:39;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Endless Forms Most Beautiful;5:08;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Edema Ruh;5:15;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Alpenglow;4:49;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;The Eyes of Sharbat Gula;6:04;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;The Greatest Show On Earth;24:01;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Shudder Before the Beautiful (Instrumental);6:20;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Weak Fantasy (Instrumental);5:25;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Élan (Instrumental);4:46;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Yours Is an Empty Hope (Instrumental);5:39;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Our Decades In the Sun (Instrumental);6:39;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;My Walden (Instrumental);4:38;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Endless Forms Most Beautiful (Instrumental);5:07;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Edema Ruh (instrumental);5:16;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;Alpenglow (Instrumental);4:49;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;The Eyes of Sharbat Gula (Instrumental);6:04;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;The Greatest Show On Earth (Instrumental);24:08;Endless Forms Most Beautiful (Deluxe Version);2015;Metal
Nightwish;The Greatest Show on Earth (Remastered);23:59;Decades;2018;Metal
Nightwish;Élan (Remastered);4:47;Decades;2018;Metal
Nightwish;My Walden (Remastered);4:41;Decades;2018;Metal
Nightwish;Storytime (Remastered);5:30;Decades;2018;Metal
Nightwish;I Want My Tears Back (Remastered);5:11;Decades;2018;Metal
Nightwish;Amaranth (Remastered);3:57;Decades;2018;Metal
Nightwish;The Poet and the Pendulum (Remastered);13:54;Decades;2018;Metal
Nightwish;Nemo (Remastered);4:36;Decades;2018;Metal
Nightwish;Wish I Had an Angel (Remastered);4:02;Decades;2018;Metal
Nightwish;Ghost Love Score (Remastered);10:02;Decades;2018;Metal
Nightwish;Slaying the Dreamer (Remastered);4:34;Decades;2018;Metal
Nightwish;End of All Hope (Remastered);4:23;Decades;2018;Metal
Nightwish;10th Man Down (Remastered);5:29;Decades;2018;Metal
Nightwish;The Kinslayer (Remastered);4:09;Decades;2018;Metal
Nightwish;Dead Boy's Poem (Remastered);6:52;Decades;2018;Metal
Nightwish;Gethsemane (Remastered);5:22;Decades;2018;Metal
Nightwish;Devil & the Deep Dark Ocean (Remastered);4:46;Decades;2018;Metal
Nightwish;Sacrament of Wilderness (Remastered);4:14;Decades;2018;Metal
Nightwish;Sleeping Sun (Remastered);4:33;Decades;2018;Metal
Nightwish;Elvenpath (Remastered);4:42;Decades;2018;Metal
Nightwish;The Carpenter (Remastered);6:00;Decades;2018;Metal
Nightwish;Nightwish (Demo) [Remastered];5:48;Decades;2018;Metal
Shakira;Estoy Aquí;3:52;Pies Descalzos;1995;Pop Latino
Shakira;Antología;4:14;Pies Descalzos;1995;Pop Latino
Shakira;Un Poco de Amor;4:01;Pies Descalzos;1995;Pop Latino
Shakira;Quiero;4:10;Pies Descalzos;1995;Pop Latino
Shakira;Te Necesito;4:00;Pies Descalzos;1995;Pop Latino
Shakira;Vuelve;3:53;Pies Descalzos;1995;Pop Latino
Shakira;Te Espero Sentada;3:24;Pies Descalzos;1995;Pop Latino
Shakira;Pies Descalzos, Sueños Blancos;3:25;Pies Descalzos;1995;Pop Latino
Shakira;Pienso en Ti;2:25;Pies Descalzos;1995;Pop Latino
Shakira;Dónde Estás Corazón;3:51;Pies Descalzos;1995;Pop Latino
Shakira;Se Quiere, Se Mata;3:38;Pies Descalzos;1995;Pop Latino
Shakira;Shakira DJ Memegamix;6:21;The Remixes;1997;Pop Latino
Shakira;Estoy Aquí (Extended Club Mix);9:31;The Remixes;1997;Pop Latino
Shakira;Estou Aquí (Estoy Aquí);3:52;The Remixes;1997;Pop Latino
Shakira;Donde Estas Corazon (Dance Remix);8:08;The Remixes;1997;Pop Latino
Shakira;Un Poco de Amor (Extended Dancehall Remix);5:47;The Remixes;1997;Pop Latino
Shakira;Um Pouco de Amor (Un Poco de Amor);3:52;The Remixes;1997;Pop Latino
Shakira;Pies Descalzos, Sueños Blancos (Meme's Super Club Mix);7:25;The Remixes;1997;Pop Latino
Shakira;Pes Delcalcos (Pies Descalzos, Sueños Blancos);3:25;The Remixes;1997;Pop Latino
Shakira;Estoy Aquí (Timbalero Dub);6:06;The Remixes;1997;Pop Latino
Shakira;Donde Estas Corazon (Dub-A-Pella Mix);6:41;The Remixes;1997;Pop Latino
Shakira;Un Poco de Amor (Meme's Jazz Experience);4:42;The Remixes;1997;Pop Latino
Shakira;Pies Descalzos, Sueños Blancos (The Timbalero Dub '97);6:38;The Remixes;1997;Pop Latino
Shakira;Ciega, Sordomuda;4:27;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Si Te Vas;3:30;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Moscas en la Casa;3:31;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;No Creo;3:52;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Inevitable;3:12;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Octavo Día;4:31;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Que Vuelvas;3:50;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Tú;3:34;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Dónde Están los Ladrones;3:13;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Sombra de Ti;3:33;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Ojos Así;3:55;Dónde Están los Ladrones?;2000;Pop Latino
Shakira;Objection (Tango);3:42;Laundry Service;2001;Pop
Shakira;Underneath Your Clothes;3:44;Laundry Service;2001;Pop
Shakira;Whenever, Wherever;3:16;Laundry Service;2001;Pop
Shakira;Rules;3:39;Laundry Service;2001;Pop
Shakira;The One;3:42;Laundry Service;2001;Pop
Shakira;Ready for the Good Times;4:13;Laundry Service;2001;Pop
Shakira;Fool;3:50;Laundry Service;2001;Pop
Shakira;Te Dejo Madrid;3:06;Laundry Service;2001;Pop
Shakira;Poem to a Horse;4:06;Laundry Service;2001;Pop
Shakira;Que Me Quedes Tú;4:47;Laundry Service;2001;Pop
Shakira;Eyes Like Yours (Ojos Así);3:56;Laundry Service;2001;Pop
Shakira;Suerte (Whenever, Wherever);3:14;Laundry Service;2001;Pop
Shakira;Te Aviso, Te Anuncio (Tango);3:43;Laundry Service;2001;Pop
Shakira;En Tus Pupilas;4:21;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;La Pared;3:19;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;La Tortura (feat. Alejandro Sanz);3:32;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Obtener Un Sí;3:19;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Día Especial (feat. Gustavo Cerati);4:22;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Escondite Inglés;3:06;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;No (feat. Gustavo Cerati);4:45;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Las de la Intuición;3:40;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Día de Enero;2:53;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;Lo Imprescindible;3:54;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;La Pared (Versión Acústica);2:39;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;La Tortura (feat. Alejandro Sanz) [Shaketon Remix];3:12;Fijación Oral, Vol. 1;2005;Pop Latino
Shakira;How Do You Do;3:45;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Illegal (feat. Carlos Santana);3:53;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Hips Don't Lie (feat. Wyclef Jean);3:38;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Animal City;3:15;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Don't Bother;4:17;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;The Day and the Time (feat. Gustavo Cerati);4:22;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Dreams for Plans;4:02;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Hey You;4:09;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Your Embrace;3:32;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Costume Makes the Clown;3:12;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Something;4:21;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Timor;3:32;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;La Tortura (Alternate Version);3:33;Oral Fixation, Vol. 2 (Reissue);2005;Pop
Shakira;Don't Bother (Jrsnchz Radio Mix);04:24;Oral Fixation, Vol. 2;;Pop
Shakira;She Wolf;3:08;She Wolf (Deluxe Version);2008;Pop
Shakira;Did It Again;3:12;She Wolf (Deluxe Version);2008;Pop
Shakira;Long Time;2:56;She Wolf (Deluxe Version);2008;Pop
Shakira;Why Wait;3:41;She Wolf (Deluxe Version);2008;Pop
Shakira;Good Stuff;3:17;She Wolf (Deluxe Version);2008;Pop
Shakira;Men in This Town;3:34;She Wolf (Deluxe Version);2008;Pop
Shakira;Gypsy;3:18;She Wolf (Deluxe Version);2008;Pop
Shakira;Spy (feat. Wyclef Jean);3:27;She Wolf (Deluxe Version);2008;Pop
Shakira;Mon amour;4:05;She Wolf (Deluxe Version);2008;Pop
Shakira;Loba;3:09;She Wolf (Deluxe Version);2008;Pop
Shakira;Lo Hecho Está Hecho;3:12;She Wolf (Deluxe Version);2008;Pop
Shakira;Años Luz;3:41;She Wolf (Deluxe Version);2008;Pop
Shakira;Give It up to Me (feat. Lil Wayne);3:03;She Wolf (Deluxe Version);2008;Pop
Shakira;Did It Again (feat. Kid Cudi);3:47;She Wolf (Deluxe Version);2008;Pop
Shakira;Gypsy (Live);3:28;She Wolf (Deluxe Version);2008;Pop
Shakira;She Wolf (Live);3:09;She Wolf (Deluxe Version);2008;Pop
Shakira;She Wolf;3:08;She Wolf (Deluxe Version);2009;Pop
Shakira;Did It Again;3:12;She Wolf (Deluxe Version);2009;Pop
Shakira;Long Time;2:56;She Wolf (Deluxe Version);2009;Pop
Shakira;Why Wait;3:41;She Wolf (Deluxe Version);2009;Pop
Shakira;Good Stuff;3:17;She Wolf (Deluxe Version);2009;Pop
Shakira;Men In This Town;3:34;She Wolf (Deluxe Version);2009;Pop
Shakira;Gypsy;3:18;She Wolf (Deluxe Version);2009;Pop
Shakira;Spy (feat. Wyclef Jean);3:27;She Wolf (Deluxe Version);2009;Pop
Shakira;Mon Amour;4:05;She Wolf (Deluxe Version);2009;Pop
Shakira;Loba;3:09;She Wolf (Deluxe Version);2009;Pop
Shakira;Lo Hecho Está Hecho;3:12;She Wolf (Deluxe Version);2009;Pop
Shakira;Años Luz;3:41;She Wolf (Deluxe Version);2009;Pop
Shakira;Give It Up to Me (feat. Lil Wayne);3:03;She Wolf (Deluxe Version);2009;Pop
Shakira;Did It Again (feat. Kid Cudi);3:47;She Wolf (Deluxe Version);2009;Pop
Shakira;Gypsy (Live);3:28;She Wolf (Deluxe Version);2009;Pop
Shakira;She Wolf (Live);3:09;She Wolf (Deluxe Version);2009;Pop
Shakira;She Wolf;3:48;She Wolf (Deluxe Version);2009;Pop
Shakira;The Making of She Wolf (New Video Version);16:33;She Wolf (Deluxe Version);2009;Pop
Shakira;Gypsy (Live);3:28;She Wolf (Deluxe Version);2009;Pop
Shakira;Why Wait (Live);3:24;She Wolf (Deluxe Version);2009;Pop
Shakira;She Wolf;3:08;She Wolf;2009;Pop
Shakira;Did It Again (feat. Kid Cudi);3:47;She Wolf;2009;Pop
Shakira;Long Time;2:56;She Wolf;2009;Pop
Shakira;Why Wait;3:41;She Wolf;2009;Pop
Shakira;Good Stuff;3:17;She Wolf;2009;Pop
Shakira;Men In This Town;3:34;She Wolf;2009;Pop
Shakira;Gypsy;3:18;She Wolf;2009;Pop
Shakira;Spy (feat. Wyclef Jean);3:27;She Wolf;2009;Pop
Shakira;Mon amour;4:05;She Wolf;2009;Pop
Shakira;Loba;3:09;She Wolf;2009;Pop
Shakira;Lo Hecho Está Hecho;3:12;She Wolf;2009;Pop
Shakira;Años Luz;3:41;She Wolf;2009;Pop
Shakira;Give It Up to Me (feat. Lil Wayne);3:03;She Wolf;2009;Pop
Shakira;Sale el Sol;3:20;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Loca (feat. El Cata);3:03;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Antes de las Seis;2:54;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Gordita (feat. Residente Calle 13);3:24;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Addicted to You;2:27;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Lo Que Más;2:26;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Mariposas;3:47;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Rabiosa (feat. El Cata);2:50;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Devoción;3:29;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Islands;2:42;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Tu Boca;3:25;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Waka Waka (Esto Es Africa) [K-Mix];3:04;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Loca (feat. Dizzee Rascal);3:13;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Rabiosa (feat. Pitbull);2:50;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Waka Waka (This Time for Africa) [K-Mix];3:03;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Loca (feat. Dizzee Rascal) [Freemasons Radio Edit];3:01;Sale el Sol (Bonus Track Edition);2010;Pop Latino
Shakira;Dare (La La La);3:06;Shakira.;2014;Pop
Shakira;Can't Remember to Forget You (feat. Rihanna);3:27;Shakira.;2014;Pop
Shakira;Empire;3:59;Shakira.;2014;Pop
Shakira;You Don't Care About Me;3:41;Shakira.;2014;Pop
Shakira;Cut Me Deep (feat. MAGIC!);3:15;Shakira.;2014;Pop
Shakira;Spotlight;3:23;Shakira.;2014;Pop
Shakira;Broken Record;3:14;Shakira.;2014;Pop
Shakira;Medicine (feat. Blake Shelton);3:18;Shakira.;2014;Pop
Shakira;23;3:59;Shakira.;2014;Pop
Shakira;The One Thing;3:12;Shakira.;2014;Pop
Shakira;Nunca Me Acuerdo de Olvidarte;3:26;Shakira.;2014;Pop
Shakira;Loca por Ti;3:41;Shakira.;2014;Pop
Shakira;Dare (La La La);3:06;Shakira. (Deluxe Version);2014;Pop
Shakira;Can't Remember to Forget You (feat. Rihanna);3:26;Shakira. (Deluxe Version);2014;Pop
Shakira;Empire;3:59;Shakira. (Deluxe Version);2014;Pop
Shakira;You Don't Care About Me;3:41;Shakira. (Deluxe Version);2014;Pop
Shakira;Cut Me Deep (feat. MAGIC!);3:15;Shakira. (Deluxe Version);2014;Pop
Shakira;Spotlight;3:23;Shakira. (Deluxe Version);2014;Pop
Shakira;Broken Record;3:14;Shakira. (Deluxe Version);2014;Pop
Shakira;Medicine (feat. Blake Shelton);3:18;Shakira. (Deluxe Version);2014;Pop
Shakira;23;3:59;Shakira. (Deluxe Version);2014;Pop
Shakira;The One Thing;3:12;Shakira. (Deluxe Version);2014;Pop
Shakira;Nunca Me Acuerdo de Olvidarte;3:26;Shakira. (Deluxe Version);2014;Pop
Shakira;Loca por Ti;3:41;Shakira. (Deluxe Version);2014;Pop
Shakira;La La La;3:06;Shakira. (Deluxe Version);2014;Pop
Shakira;Chasing Shadows;3:31;Shakira. (Deluxe Version);2014;Pop
Shakira;That Way;3:08;Shakira. (Deluxe Version);2014;Pop
Shakira;Me Enamoré;3:46;El Dorado;2017;Pop Latino
Shakira;Nada;3:10;El Dorado;2017;Pop Latino
Shakira;Chantaje (feat. Maluma);3:15;El Dorado;2017;Pop Latino
Shakira;When a Woman;3:18;El Dorado;2017;Pop Latino
Shakira;Amarillo;3:40;El Dorado;2017;Pop Latino
Shakira;Perro Fiel (feat. Nicky Jam);3:16;El Dorado;2017;Pop Latino
Shakira;Trap (feat. Maluma);3:20;El Dorado;2017;Pop Latino
Shakira;Comme moi;3:09;El Dorado;2017;Pop Latino
Shakira;Coconut Tree;3:50;El Dorado;2017;Pop Latino
Shakira;La Bicicleta;3:48;El Dorado;2017;Pop Latino
Shakira;Deja vu;3:16;El Dorado;2017;Pop Latino
Shakira;What We Said (Comme moi) [feat. MAGIC!] [English Version];3:00;El Dorado;2017;Pop Latino
Shakira;Toneladas;3:09;El Dorado;2017;Pop Latino
